Time,PM2_5,CO,PM10,SO2,O3,NO2
2023-03-06 18:00:00,47,0.4,67,4,144,15
2023-03-06 19:00:00,61,0.5,71,4,129,23
2023-03-06 20:00:00,60,0.5,71,4,112,26
2023-03-06 21:00:00,50,0.5,82,4,93,32
2023-03-06 22:00:00,50,0.6,64,4,74,40
2023-03-06 23:00:00,56,0.6,67,4,63,40
2023-03-07 00:00:00,44,0.5,67,4,66,35
2023-03-07 01:00:00,48,0.5,54,4,55,41
2023-03-07 02:00:00,49,0.6,75,4,33,53
2023-03-07 03:00:00,48,0.5,64,4,48,42
2023-03-07 04:00:00,38,0.5,58,3,43,39
2023-03-07 05:00:00,58,0.6,,3,43,30
2023-03-07 06:00:00,47,0.6,,3,52,26
2023-03-07 07:00:00,51,0.6,66,4,36,33
2023-03-07 08:00:00,52,0.7,63,4,27,38
2023-03-07 09:00:00,52,0.8,71,4,15,50
2023-03-07 10:00:00,63,0.8,81,5,16,50
2023-03-07 11:00:00,52,0.8,96,4,22,47
2023-03-07 12:00:00,53,0.8,82,5,19,53
2023-03-07 13:00:00,59,0.7,86,4,,
2023-03-07 14:00:00,,0.7,,,46,48
2023-03-07 15:00:00,,,,,58,43
2023-03-07 16:00:00,,0.7,,4,69,40
2023-03-07 17:00:00,57,0.6,97,4,90,30
2023-03-07 18:00:00,49,0.5,82,4,100,25
2023-03-07 19:00:00,76,0.6,97,4,86,35
2023-03-07 20:00:00,84,0.6,94,4,62,44
2023-03-07 21:00:00,83,0.8,117,3,34,62
2023-03-07 22:00:00,97,1.1,134,4,6,87
2023-03-07 23:00:00,106,1,134,4,5,84
2023-03-08 00:00:00,107,0.9,133,4,18,63
2023-03-08 01:00:00,102,0.8,129,4,29,47
2023-03-08 02:00:00,107,0.8,138,4,25,46
2023-03-08 03:00:00,100,0.8,115,4,15,50
2023-03-08 04:00:00,102,0.7,119,4,,43
2023-03-08 05:00:00,103,0.7,122,4,15,38
2023-03-08 06:00:00,121,0.8,132,4,15,43
2023-03-08 07:00:00,115,0.8,131,4,16,45
2023-03-08 08:00:00,114,1,131,4,6,51
2023-03-08 09:00:00,123,1.1,142,5,12,51
2023-03-08 10:00:00,111,1,132,6,27,47
2023-03-08 11:00:00,87,0.9,99,6,44,44
2023-03-08 12:00:00,,0.7,,5,70,37
2023-03-08 13:00:00,87,0.7,99,5,89,33
2023-03-08 14:00:00,40,0.6,62,4,103,28
2023-03-08 16:00:00,27,0.4,42,4,128,16
2023-03-08 17:00:00,44,0.4,55,,135,
2023-03-08 18:00:00,42,0.4,48,4,133,18
2023-03-08 19:00:00,42,0.5,48,4,121,29
2023-03-08 20:00:00,,0.6,,4,96,44
2023-03-08 21:00:00,59,,88,,,
2023-03-08 22:00:00,72,1.2,110,4,9,120
2023-03-08 23:00:00,52,1.1,84,5,12,112
2023-03-09 00:00:00,48,1,79,4,16,107
2023-03-09 01:00:00,52,0.9,77,7,26,96
2023-03-09 02:00:00,71,0.7,84,7,61,61
2023-03-09 03:00:00,65,0.6,94,8,80,42
2023-03-09 04:00:00,76,0.7,86,6,62,48
2023-03-09 05:00:00,79,0.7,91,7,41,61
2023-03-09 06:00:00,85,0.7,106,7,53,48
2023-03-09 07:00:00,79,0.7,107,8,57,44
2023-03-09 08:00:00,89,0.8,106,14,43,55
2023-03-09 09:00:00,82,1.2,107,16,38,68
2023-03-09 10:00:00,74,0.9,91,13,57,54
2023-03-09 11:00:00,81,1.1,101,11,43,78
2023-03-09 12:00:00,56,1,88,10,63,67
2023-03-09 13:00:00,62,0.9,91,8,78,54
2023-03-09 14:00:00,42,0.7,56,6,83,43
2023-03-09 15:00:00,21,0.5,43,6,97,27
2023-03-09 16:00:00,35,0.5,44,6,110,21
2023-03-09 17:00:00,22,0.4,34,6,119,14
2023-03-09 20:00:00,52,0.6,62,6,107,27
2023-03-09 21:00:00,56,0.6,68,5,106,27
2023-03-09 22:00:00,51,0.7,76,5,89,40
2023-03-09 23:00:00,50,0.7,74,5,78,50
2023-03-10 00:00:00,67,0.7,89,5,77,46
2023-03-10 02:00:00,64,0.7,86,5,65,36
2023-03-10 03:00:00,80,0.6,83,6,57,38
2023-03-10 04:00:00,42,0.5,54,5,85,12
2023-03-10 05:00:00,45,0.5,,4,86,12
2023-03-10 06:00:00,42,0.4,,4,82,15
2023-03-10 07:00:00,38,0.4,46,5,78,16
2023-03-10 08:00:00,57,0.5,,6,58,27
2023-03-10 09:00:00,51,0.5,56,6,56,33
2023-03-10 10:00:00,28,0.6,46,6,49,42
2023-03-10 11:00:00,9,0.6,44,6,66,38
2023-03-10 12:00:00,25,0.5,47,5,90,29
2023-03-10 13:00:00,35,0.5,63,5,87,28
2023-03-10 14:00:00,16,0.4,31,5,104,17
2023-03-10 16:00:00,27,0.3,,4,122,9
2023-03-10 19:00:00,35,0.4,39,4,117,18
2023-03-10 20:00:00,25,0.4,45,4,105,22
2023-03-10 21:00:00,36,0.5,69,4,89,27
2023-03-10 22:00:00,39,0.6,57,4,54,45
2023-03-10 23:00:00,36,0.7,65,5,28,67
2023-03-11 00:00:00,32,0.7,54,4,25,69
2023-03-11 01:00:00,40,0.6,65,5,30,62
2023-03-11 02:00:00,49,0.6,74,5,34,52
2023-03-11 03:00:00,51,0.7,85,5,8,67
2023-03-11 04:00:00,55,0.7,82,7,6,64
2023-03-11 05:00:00,73,0.7,,8,6,62
2023-03-11 06:00:00,62,0.7,70,8,2,65
2023-03-11 07:00:00,60,0.9,72,7,3,60
2023-03-11 08:00:00,49,0.8,74,6,3,66
2023-03-11 09:00:00,48,1,69,6,7,62
2023-03-11 10:00:00,52,1,81,6,18,67
2023-03-11 11:00:00,52,,99,7,36,69
2023-03-11 12:00:00,63,,100,7,69,62
2023-03-11 13:00:00,48,0.6,65,5,105,43
2023-03-11 14:00:00,41,0.6,74,5,127,36
2023-03-11 15:00:00,48,0.5,77,5,149,29
2023-03-11 16:00:00,36,,64,4,161,16
2023-03-11 17:00:00,47,,66,4,154,15
2023-03-11 18:00:00,30,0.4,59,,136,19
2023-03-11 19:00:00,42,0.5,57,,123,24
2023-03-11 20:00:00,45,0.5,71,,122,26
2023-03-11 21:00:00,120,0.4,342,3,86,
2023-03-11 22:00:00,87,0.3,222,3,68,
2023-03-11 23:00:00,42,0.3,96,4,71,
2023-03-12 00:00:00,17,0.2,42,3,76,10
2023-03-12 01:00:00,5,0.2,42,3,80,7
2023-03-12 02:00:00,14,0.2,37,3,82,6
2023-03-12 03:00:00,23,0.2,41,3,80,8
2023-03-12 04:00:00,10,0.2,27,3,75,9
2023-03-12 05:00:00,3,0.2,23,3,64,14
2023-03-12 06:00:00,2,0.2,42,3,74,12
2023-03-12 07:00:00,12,0.2,56,3,84,10
2023-03-12 08:00:00,10,0.2,50,3,76,17
2023-03-12 09:00:00,18,0.3,50,3,71,20
2023-03-12 10:00:00,19,0.4,50,3,51,32
2023-03-12 11:00:00,21,0.3,41,3,64,21
2023-03-12 12:00:00,9,0.3,50,3,63,24
2023-03-12 13:00:00,2,0.3,54,3,71,21
2023-03-12 14:00:00,10,0.3,50,4,72,19
2023-03-12 15:00:00,8,0.3,59,4,77,17
2023-03-12 16:00:00,15,0.3,52,4,85,14
2023-03-12 17:00:00,30,0.3,62,4,83,16
2023-03-12 18:00:00,28,0.3,61,4,80,17
2023-03-12 19:00:00,37,0.3,66,5,,20
2023-03-12 20:00:00,26,0.3,66,4,,21
2023-03-12 21:00:00,20,0.4,54,5,60,
2023-03-12 22:00:00,16,0.4,57,4,55,26
2023-03-12 23:00:00,30,0.4,57,4,49,28
2023-03-13 00:00:00,19,0.3,47,4,47,29
2023-03-13 01:00:00,11,0.3,52,5,54,23
2023-03-13 02:00:00,26,0.3,45,7,53,21
2023-03-13 03:00:00,18,0.4,51,8,39,29
2023-03-13 04:00:00,27,0.4,37,9,37,26
2023-03-13 05:00:00,25,0.4,56,10,35,25
2023-03-13 06:00:00,31,0.4,41,8,46,18
2023-03-13 07:00:00,33,0.4,40,7,27,32
2023-03-13 08:00:00,18,0.5,35,6,21,37
2023-03-13 09:00:00,14,0.5,47,6,32,30
2023-03-13 10:00:00,28,0.5,45,6,46,26
2023-03-13 11:00:00,2,0.5,34,6,48,26
2023-03-13 12:00:00,4,0.4,26,5,68,17
2023-03-13 13:00:00,2,0.3,22,4,82,12
2023-03-13 14:00:00,2,0.3,31,4,89,11
2023-03-13 15:00:00,2,0.3,21,3,100,11
2023-03-13 16:00:00,11,0.3,29,3,107,11
2023-03-13 17:00:00,12,0.3,37,4,108,12
2023-03-13 18:00:00,12,0.3,25,4,107,14
2023-03-13 19:00:00,29,0.4,49,4,101,18
2023-03-13 20:00:00,36,0.5,63,4,71,39
2023-03-13 21:00:00,33,0.7,62,4,46,58
2023-03-13 22:00:00,31,0.7,63,5,30,73
2023-03-13 23:00:00,28,0.8,73,5,9,91
2023-03-14 00:00:00,32,0.9,75,5,4,96
2023-03-14 01:00:00,47,0.9,96,5,3,90
2023-03-14 02:00:00,45,0.7,81,4,,84
2023-03-14 03:00:00,47,0.6,70,5,6,74
2023-03-14 04:00:00,62,0.6,92,6,6,68
2023-03-14 05:00:00,72,0.6,113,8,11,60
2023-03-14 06:00:00,57,0.6,83,7,19,51
2023-03-14 07:00:00,63,0.6,86,7,15,53
2023-03-14 08:00:00,43,0.5,77,7,26,48
2023-03-14 09:00:00,34,0.6,70,8,36,44
2023-03-14 10:00:00,32,0.7,66,8,48,42
2023-03-14 11:00:00,17,0.6,48,7,79,28
2023-03-14 12:00:00,39,0.5,72,8,86,29
2023-03-14 13:00:00,36,0.5,61,8,99,25
2023-03-14 14:00:00,42,0.5,82,6,106,21
2023-03-14 15:00:00,34,0.5,59,6,118,20
2023-03-14 16:00:00,57,0.5,72,5,125,20
2023-03-14 17:00:00,27,0.5,59,5,128,19
2023-03-14 18:00:00,,,,4,,23
2023-03-14 19:00:00,72,0.4,93,,119,29
2023-03-14 20:00:00,69,0.5,102,4,98,42
2023-03-14 21:00:00,70,0.5,100,4,78,51
2023-03-14 22:00:00,69,0.7,103,4,40,79
2023-03-14 23:00:00,69,0.8,110,4,8,107
2023-03-15 00:00:00,68,1,115,4,4,107
2023-03-15 01:00:00,57,1,111,5,3,94
2023-03-15 02:00:00,60,0.9,98,4,3,89
2023-03-15 03:00:00,80,0.9,96,5,3,83
2023-03-15 04:00:00,66,0.9,101,4,3,77
2023-03-15 05:00:00,73,1,94,5,2,66
2023-03-15 06:00:00,72,0.8,93,5,2,66
2023-03-15 07:00:00,88,0.8,109,5,3,61
2023-03-15 08:00:00,87,1,113,7,5,62
2023-03-15 09:00:00,84,1.1,128,8,6,62
2023-03-15 10:00:00,93,1.1,135,8,9,70
2023-03-15 11:00:00,92,1,113,10,28,74
2023-03-15 12:00:00,69,0.9,108,9,53,72
2023-03-15 13:00:00,72,0.7,98,8,68,64
2023-03-15 14:00:00,64,0.5,92,8,101,42
2023-03-15 15:00:00,45,0.4,76,8,113,30
2023-03-15 16:00:00,36,0.4,60,5,117,24
2023-03-15 17:00:00,52,0.4,84,5,114,29
2023-03-15 18:00:00,33,0.5,74,5,105,34
2023-03-15 19:00:00,36,0.4,79,4,98,40
2023-03-15 20:00:00,61,0.6,88,4,67,57
2023-03-15 21:00:00,57,0.8,106,4,38,81
2023-03-15 22:00:00,70,1,123,5,13,102
2023-03-15 23:00:00,69,1.3,120,5,3,106
2023-03-16 00:00:00,78,1.3,129,6,3,109
2023-03-16 01:00:00,82,1.2,134,5,3,110
2023-03-16 02:00:00,83,1,136,6,,105
2023-03-16 03:00:00,90,0.8,154,7,3,95
2023-03-16 04:00:00,99,0.8,172,11,4,89
2023-03-16 05:00:00,86,0.7,154,16,7,77
2023-03-16 06:00:00,77,0.6,123,9,12,57
2023-03-16 07:00:00,67,0.5,94,6,45,33
2023-03-16 08:00:00,40,0.4,47,4,70,22
2023-03-16 09:00:00,21,0.4,48,4,80,19
2023-03-16 10:00:00,12,0.4,30,4,81,19
2023-03-16 11:00:00,2,0.4,33,4,81,21
2023-03-16 12:00:00,2,0.4,17,4,89,19
2023-03-16 13:00:00,12,0.4,27,4,89,23
2023-03-16 14:00:00,3,0.4,27,4,99,22
2023-03-16 15:00:00,19,0.4,36,4,108,23
2023-03-16 16:00:00,16,0.4,50,4,119,23
2023-03-16 17:00:00,10,0.4,46,4,125,23
2023-03-16 18:00:00,41,0.4,62,4,116,35
2023-03-16 19:00:00,38,0.5,71,5,107,40
2023-03-16 20:00:00,26,0.5,63,4,88,46
2023-03-16 21:00:00,41,0.6,76,4,67,55
2023-03-16 22:00:00,34,0.5,64,4,67,48
2023-03-16 23:00:00,31,0.6,56,4,42,63
2023-03-17 00:00:00,43,0.6,73,5,30,71
2023-03-17 01:00:00,33,0.6,69,4,32,66
2023-03-17 02:00:00,22,0.5,47,4,60,37
2023-03-17 03:00:00,8,0.4,26,4,84,16
2023-03-17 04:00:00,12,0.4,18,4,84,15
2023-03-17 05:00:00,16,0.4,21,4,88,14
2023-03-17 06:00:00,14,0.4,,4,88,12
2023-03-17 07:00:00,3,0.4,14,4,78,17
2023-03-17 08:00:00,23,0.4,27,4,71,21
2023-03-17 09:00:00,12,0.4,16,4,68,24
2023-03-17 10:00:00,8,0.4,33,4,68,23
2023-03-17 11:00:00,19,0.4,21,4,70,23
2023-03-17 12:00:00,13,0.5,36,4,63,30
2023-03-17 13:00:00,7,0.5,31,4,71,27
2023-03-17 14:00:00,11,0.5,35,5,71,30
2023-03-17 15:00:00,20,0.4,41,5,78,28
2023-03-17 16:00:00,22,0.4,35,4,87,27
2023-03-17 17:00:00,23,0.4,49,4,88,29
2023-03-17 18:00:00,35,0.4,53,4,87,32
2023-03-17 19:00:00,28,0.5,58,4,73,40
2023-03-17 20:00:00,44,0.5,63,5,72,37
2023-03-17 21:00:00,35,0.5,62,4,64,36
2023-03-17 22:00:00,44,0.5,60,5,70,32
2023-03-17 23:00:00,30,0.5,59,4,61,37
2023-03-18 00:00:00,46,0.5,62,7,56,38
2023-03-18 01:00:00,37,0.5,56,8,58,34
2023-03-18 02:00:00,37,0.5,59,6,,31
2023-03-18 03:00:00,33,0.5,50,5,72,24
2023-03-18 04:00:00,27,0.4,41,4,76,19
2023-03-18 05:00:00,25,0.4,43,3,86,13
2023-03-18 06:00:00,20,0.4,38,4,88,12
2023-03-18 07:00:00,23,0.4,,4,88,13
2023-03-18 08:00:00,17,0.4,32,4,83,16
2023-03-18 09:00:00,29,0.5,37,4,78,22
2023-03-18 10:00:00,31,0.5,47,4,66,29
2023-03-18 11:00:00,17,0.6,50,4,57,34
2023-03-18 12:00:00,8,0.5,15,4,81,22
2023-03-18 13:00:00,2,0.5,20,4,91,18
2023-03-18 14:00:00,6,0.5,17,4,99,18
2023-03-18 15:00:00,11,0.5,30,4,102,20
2023-03-18 16:00:00,19,0.5,30,4,100,23
2023-03-18 17:00:00,10,0.5,34,3,97,25
2023-03-18 18:00:00,20,0.5,39,4,96,25
2023-03-18 19:00:00,20,0.5,49,4,81,35
2023-03-18 20:00:00,19,0.6,43,4,59,48
2023-03-18 21:00:00,40,0.7,56,4,44,57
2023-03-18 22:00:00,44,0.7,82,4,42,56
2023-03-18 23:00:00,50,0.7,98,4,18,73
2023-03-19 00:00:00,51,0.8,85,4,20,69
2023-03-19 01:00:00,58,0.8,76,4,17,66
2023-03-19 02:00:00,57,0.7,74,4,37,47
2023-03-19 03:00:00,52,0.6,65,4,46,37
2023-03-19 04:00:00,51,0.5,58,3,63,24
2023-03-19 05:00:00,44,0.5,60,4,63,17
2023-03-19 06:00:00,56,0.5,,4,59,21
2023-03-19 07:00:00,58,0.5,61,3,54,22
2023-03-19 08:00:00,52,0.6,70,3,54,22
2023-03-19 09:00:00,45,0.6,72,3,55,25
2023-03-19 10:00:00,38,0.6,53,4,56,28
2023-03-19 11:00:00,42,0.7,59,3,42,38
2023-03-19 12:00:00,52,0.7,57,4,49,38
2023-03-19 13:00:00,58,0.7,68,3,44,40
2023-03-19 14:00:00,36,0.7,54,4,52,36
2023-03-19 15:00:00,40,0.6,77,4,74,35
2023-03-19 16:00:00,69,0.6,94,4,70,41
2023-03-19 17:00:00,71,0.6,96,3,53,44
2023-03-19 18:00:00,72,0.6,82,4,48,40
2023-03-19 19:00:00,60,0.6,64,3,62,25
2023-03-19 20:00:00,59,0.7,64,4,45,32
2023-03-19 21:00:00,53,0.7,64,4,32,39
2023-03-19 22:00:00,59,0.7,65,4,30,42
2023-03-19 23:00:00,49,0.6,52,4,26,47
2023-03-20 00:00:00,45,0.6,60,4,20,48
2023-03-20 01:00:00,51,0.6,57,3,10,41
2023-03-20 02:00:00,54,0.6,54,3,9,35
2023-03-20 03:00:00,35,0.6,51,3,12,31
2023-03-20 04:00:00,40,0.6,,3,13,28
2023-03-20 05:00:00,22,0.6,30,3,14,26
2023-03-20 06:00:00,34,0.6,42,3,17,25
2023-03-20 07:00:00,43,0.6,47,4,34,20
2023-03-20 08:00:00,56,0.6,62,4,22,28
2023-03-20 09:00:00,54,0.8,60,3,13,34
2023-03-20 10:00:00,44,0.8,53,4,12,36
2023-03-20 11:00:00,65,0.7,79,4,14,36
2023-03-20 12:00:00,39,0.7,54,4,16,32
2023-03-20 13:00:00,19,0.6,19,4,20,30
2023-03-20 14:00:00,,,21,,,
2023-03-20 15:00:00,,,28,,,
2023-03-20 16:00:00,,,31,,,
2023-03-20 17:00:00,,,38,,,
2023-03-20 18:00:00,16,0.5,55,5,66,28
2023-03-20 19:00:00,32,0.4,57,4,72,30
2023-03-20 20:00:00,35,0.4,42,4,70,24
2023-03-20 21:00:00,24,0.5,46,4,46,36
2023-03-20 22:00:00,38,0.8,40,4,23,53
2023-03-20 23:00:00,32,0.9,50,4,7,66
2023-03-21 00:00:00,43,0.8,75,4,4,61
2023-03-21 01:00:00,57,0.8,57,4,7,49
2023-03-21 02:00:00,41,0.7,48,4,10,42
2023-03-21 03:00:00,32,0.6,47,4,11,38
2023-03-21 04:00:00,35,0.7,44,4,5,39
2023-03-21 05:00:00,31,0.7,42,4,2,41
2023-03-21 06:00:00,36,0.7,37,4,3,40
2023-03-21 07:00:00,23,0.9,46,4,3,42
2023-03-21 08:00:00,39,1.1,62,4,4,45
2023-03-21 09:00:00,34,1.3,60,5,6,49
2023-03-21 10:00:00,38,1.1,57,5,20,56
2023-03-21 11:00:00,36,0.8,42,5,58,50
2023-03-21 12:00:00,44,0.7,63,5,76,43
2023-03-21 13:00:00,46,0.7,56,4,,41
2023-03-21 14:00:00,60,0.6,70,5,99,35
2023-03-21 15:00:00,41,0.6,60,5,101,
2023-03-21 16:00:00,,,,,109,28
2023-03-21 17:00:00,55,0.7,76,4,101,42
2023-03-21 18:00:00,65,0.8,98,4,,44
2023-03-21 19:00:00,75,0.8,105,4,99,51
2023-03-21 20:00:00,81,0.9,119,4,82,58
2023-03-21 21:00:00,87,0.9,111,4,72,55
2023-03-21 22:00:00,74,0.8,101,4,62,58
2023-03-21 23:00:00,74,0.9,111,4,40,75
2023-03-22 00:00:00,95,0.8,108,5,52,61
2023-03-22 01:00:00,91,0.8,96,4,44,63
2023-03-22 02:00:00,76,0.9,105,5,,56
2023-03-22 03:00:00,48,0.8,65,5,62,29
2023-03-22 04:00:00,48,0.8,53,6,66,21
2023-03-22 05:00:00,32,0.7,32,4,85,15
2023-03-22 06:00:00,29,0.6,,2,86,14
2023-03-22 07:00:00,34,0.7,34,4,74,17
2023-03-22 08:00:00,28,0.7,55,5,52,26
2023-03-22 09:00:00,49,0.6,64,4,56,25
2023-03-22 10:00:00,25,0.5,52,4,74,20
2023-03-22 11:00:00,20,0.4,35,4,83,17
2023-03-22 12:00:00,25,0.4,64,3,90,12
2023-03-22 13:00:00,34,0.4,104,4,92,11
2023-03-22 14:00:00,45,0.4,97,4,94,11
2023-03-22 15:00:00,61,0.4,108,3,92,12
2023-03-22 16:00:00,62,0.4,110,3,90,13
2023-03-22 17:00:00,62,0.4,115,3,86,15
2023-03-22 18:00:00,48,0.4,96,4,78,19
2023-03-22 19:00:00,54,0.4,79,3,78,18
2023-03-22 20:00:00,32,0.4,76,3,80,16
2023-03-22 21:00:00,33,0.4,60,2,78,16
2023-03-22 22:00:00,25,0.4,68,3,73,18
2023-03-22 23:00:00,10,0.4,44,2,77,15
2023-03-23 00:00:00,26,0.4,52,2,72,16
2023-03-23 01:00:00,34,0.4,54,2,61,19
2023-03-23 02:00:00,24,0.4,59,2,60,17
2023-03-23 03:00:00,31,0.4,49,3,63,16
2023-03-23 04:00:00,31,0.4,54,3,56,17
2023-03-23 05:00:00,31,0.4,62,4,58,15
2023-03-23 06:00:00,26,0.4,56,3,58,16
2023-03-23 07:00:00,30,0.4,43,3,54,21
2023-03-23 08:00:00,26,0.4,49,3,48,25
2023-03-23 09:00:00,33,0.5,57,3,42,29
2023-03-23 10:00:00,22,0.5,48,3,42,30
2023-03-23 11:00:00,25,0.5,41,4,48,27
2023-03-23 12:00:00,25,0.5,38,3,46,29
2023-03-23 13:00:00,12,0.5,22,3,57,24
2023-03-23 14:00:00,7,0.5,29,2,59,24
2023-03-23 15:00:00,8,0.5,28,2,64,22
2023-03-23 16:00:00,12,0.4,20,2,72,17
2023-03-23 17:00:00,6,0.4,19,2,70,20
2023-03-23 18:00:00,12,0.4,18,3,73,16
2023-03-23 19:00:00,20,0.4,,2,71,18
2023-03-23 20:00:00,13,0.4,18,3,72,17
2023-03-23 21:00:00,20,0.4,30,2,68,18
2023-03-23 22:00:00,20,0.5,26,2,41,35
2023-03-23 23:00:00,13,0.5,22,3,34,41
2023-03-24 00:00:00,2,0.5,12,4,37,38
2023-03-24 01:00:00,6,0.5,7,4,37,38
2023-03-24 02:00:00,3,0.5,17,4,42,30
2023-03-24 03:00:00,11,0.5,15,4,29,37
2023-03-24 04:00:00,9,0.5,16,4,33,33
2023-03-24 05:00:00,19,0.5,37,4,34,30
2023-03-24 06:00:00,15,0.5,29,3,26,38
2023-03-24 07:00:00,16,0.5,21,2,10,48
2023-03-24 08:00:00,15,0.6,18,4,15,43
2023-03-24 09:00:00,18,0.6,20,2,36,32
2023-03-24 10:00:00,13,0.6,23,4,39,35
2023-03-24 11:00:00,22,0.6,24,4,46,32
2023-03-24 12:00:00,8,0.5,32,4,61,24
2023-03-24 13:00:00,18,0.5,19,4,64,25
2023-03-24 14:00:00,16,0.5,23,4,74,24
2023-03-24 15:00:00,24,0.5,,3,80,24
2023-03-24 16:00:00,4,0.5,22,2,89,21
2023-03-24 17:00:00,25,0.5,38,2,92,23
2023-03-24 18:00:00,39,0.5,45,2,83,31
2023-03-24 19:00:00,27,0.5,47,2,78,37
2023-03-24 20:00:00,24,0.6,47,3,72,36
2023-03-24 21:00:00,25,0.6,52,4,57,39
2023-03-24 22:00:00,40,0.6,65,4,28,54
2023-03-24 23:00:00,42,0.7,72,4,23,55
2023-03-25 00:00:00,16,0.6,31,4,38,33
2023-03-25 01:00:00,10,0.6,22,3,45,21
2023-03-25 02:00:00,2,0.6,20,3,46,16
2023-03-25 03:00:00,8,0.6,15,2,51,14
2023-03-25 04:00:00,8,0.5,14,2,46,15
2023-03-25 05:00:00,11,0.5,20,3,46,16
2023-03-25 06:00:00,19,0.5,24,3,45,16
2023-03-25 07:00:00,20,0.6,24,3,30,23
2023-03-25 08:00:00,25,0.6,34,3,27,24
2023-03-25 09:00:00,18,0.6,25,1,37,23
2023-03-25 10:00:00,15,0.6,27,1,41,24
2023-03-25 11:00:00,10,0.6,15,1,48,22
2023-03-25 12:00:00,1,0.6,28,1,48,26
2023-03-25 13:00:00,15,0.6,38,1,56,26
2023-03-25 14:00:00,16,0.6,34,3,72,24
2023-03-25 15:00:00,8,0.5,24,3,78,20
2023-03-25 16:00:00,4,0.5,30,3,85,17
2023-03-25 17:00:00,16,0.5,42,3,90,19
2023-03-25 18:00:00,26,0.5,51,3,96,22
2023-03-25 19:00:00,44,0.5,67,3,92,28
2023-03-25 20:00:00,33,0.6,61,1,75,36
2023-03-25 21:00:00,33,0.7,72,3,41,65
2023-03-25 22:00:00,40,0.8,78,3,22,79
2023-03-25 23:00:00,38,1.1,86,1,5,87
2023-03-26 00:00:00,43,1,81,1,4,91
2023-03-26 01:00:00,6,0.6,33,3,44,39
2023-03-26 02:00:00,16,0.6,28,3,57,21
2023-03-26 03:00:00,13,0.6,23,3,58,17
2023-03-26 04:00:00,15,0.6,20,1,54,17
2023-03-26 05:00:00,10,0.6,29,1,54,15
2023-03-26 06:00:00,21,0.6,29,2,52,16
2023-03-26 07:00:00,20,0.6,32,1,38,22
2023-03-26 08:00:00,9,0.6,33,1,35,23
2023-03-26 09:00:00,18,0.7,37,1,24,34
2023-03-26 10:00:00,25,0.7,36,1,28,29
2023-03-26 11:00:00,28,0.7,46,3,20,32
2023-03-26 12:00:00,18,0.7,36,4,28,30
2023-03-26 13:00:00,5,0.7,23,4,46,22
2023-03-26 14:00:00,20,0.7,25,3,51,20
2023-03-26 15:00:00,21,0.7,36,3,48,24
2023-03-26 16:00:00,24,0.7,26,2,56,21
2023-03-26 17:00:00,18,0.6,29,3,57,21
2023-03-26 18:00:00,25,0.7,36,3,46,28
2023-03-26 19:00:00,22,0.7,41,3,38,32
2023-03-26 20:00:00,30,0.7,37,3,40,33
2023-03-26 21:00:00,22,0.8,53,4,32,37
2023-03-26 22:00:00,32,0.8,40,3,15,50
2023-03-26 23:00:00,36,0.8,44,2,10,51
2023-03-27 00:00:00,32,0.7,32,2,28,32
2023-03-27 01:00:00,21,0.6,,1,46,21
2023-03-27 02:00:00,7,0.6,25,1,48,21
2023-03-27 03:00:00,23,0.5,,2,59,18
2023-03-27 04:00:00,14,0.5,28,2,54,22
2023-03-27 05:00:00,4,0.5,24,2,57,17
2023-03-27 06:00:00,11,0.5,13,1,56,18
2023-03-27 07:00:00,9,0.6,19,2,55,20
2023-03-27 08:00:00,16,0.6,18,1,28,43
2023-03-27 09:00:00,13,0.8,18,1,29,46
2023-03-27 10:00:00,8,0.8,27,2,34,40
2023-03-27 11:00:00,3,0.7,12,2,47,33
2023-03-27 12:00:00,4,0.7,12,2,67,27
2023-03-27 13:00:00,12,0.5,16,2,87,20
2023-03-27 14:00:00,14,0.6,39,2,82,26
2023-03-27 15:00:00,3,0.6,14,2,89,23
2023-03-27 16:00:00,32,0.5,48,3,90,21
2023-03-27 17:00:00,13,0.5,22,1,82,19
2023-03-27 18:00:00,10,0.6,34,2,76,24
2023-03-27 19:00:00,20,0.6,27,3,68,27
2023-03-27 20:00:00,21,0.7,35,3,60,31
2023-03-27 21:00:00,6,0.6,32,3,68,22
2023-03-27 22:00:00,14,0.6,25,2,60,27
2023-03-27 23:00:00,27,0.7,40,1,29,49
2023-03-28 00:00:00,28,0.7,33,3,39,37
2023-03-28 01:00:00,12,0.6,26,3,54,26
2023-03-28 02:00:00,14,0.6,40,3,54,25
2023-03-28 03:00:00,12,0.6,32,3,49,27
2023-03-28 04:00:00,26,0.6,29,3,49,26
2023-03-28 05:00:00,38,0.6,,2,36,29
2023-03-28 06:00:00,24,0.6,26,1,38,27
2023-03-28 07:00:00,32,0.7,42,3,30,30
2023-03-28 08:00:00,30,0.7,46,3,19,38
2023-03-28 09:00:00,43,0.8,56,3,12,44
2023-03-28 10:00:00,42,0.9,60,3,20,41
2023-03-28 11:00:00,34,0.8,57,1,34,37
2023-03-28 12:00:00,36,0.8,67,1,36,42
2023-03-28 13:00:00,35,0.8,63,3,45,40
2023-03-28 14:00:00,25,0.7,51,3,54,38
2023-03-28 15:00:00,50,0.7,62,3,53,44
2023-03-28 16:00:00,53,0.8,69,3,39,54
2023-03-28 17:00:00,54,0.8,70,1,46,51
2023-03-28 18:00:00,55,0.8,83,1,37,
