Time,PM2_5,CO,PM10,SO2,O3,NO2
2023-03-28 19:00:00,,0.6,,,39,
2023-03-28 20:00:00,64,0.6,94,1,30,59
2023-03-28 21:00:00,71,0.5,85,1,41,44
2023-03-28 22:00:00,47,0.5,73,3,31,46
2023-03-28 23:00:00,37,0.4,59,3,39,38
2023-03-29 00:00:00,36,0.4,59,3,30,42
2023-03-29 01:00:00,26,0.5,53,3,25,40
2023-03-29 02:00:00,37,0.5,56,3,19,41
2023-03-29 03:00:00,31,0.4,53,3,16,40
2023-03-29 04:00:00,45,0.4,49,3,9,42
2023-03-29 05:00:00,45,0.5,53,3,3,40
2023-03-29 06:00:00,49,0.5,57,3,4,40
2023-03-29 07:00:00,45,0.6,48,3,4,38
2023-03-29 08:00:00,44,0.6,63,1,5,36
2023-03-29 09:00:00,33,0.6,44,1,15,35
2023-03-29 10:00:00,9,0.5,36,1,51,24
2023-03-29 11:00:00,12,0.5,30,1,67,22
2023-03-29 12:00:00,28,0.4,43,3,84,18
2023-03-29 13:00:00,10,0.4,40,3,97,14
2023-03-29 14:00:00,8,0.3,35,3,110,9
2023-03-29 15:00:00,15,0.3,34,3,113,8
2023-03-29 16:00:00,40,0.3,49,3,122,8
2023-03-29 17:00:00,23,0.3,51,3,120,8
2023-03-29 18:00:00,26,0.3,45,3,107,9
2023-03-29 19:00:00,26,0.3,45,3,92,20
2023-03-29 20:00:00,18,0.4,46,3,81,27
2023-03-29 21:00:00,30,0.4,42,3,73,29
2023-03-29 22:00:00,36,0.5,51,3,48,48
2023-03-29 23:00:00,44,0.6,65,1,21,77
2023-03-30 00:00:00,40,0.7,72,4,10,95
2023-03-30 01:00:00,49,0.8,75,2,3,95
2023-03-30 02:00:00,38,0.7,72,1,,88
2023-03-30 03:00:00,25,0.6,47,3,13,68
2023-03-30 04:00:00,25,0.5,48,3,21,56
2023-03-30 05:00:00,30,0.5,56,1,13,61
2023-03-30 06:00:00,49,0.5,72,3,34,41
2023-03-30 07:00:00,54,0.5,82,4,36,41
2023-03-30 08:00:00,54,0.6,66,5,28,45
2023-03-30 09:00:00,25,0.6,60,3,44,36
2023-03-30 10:00:00,32,0.6,45,4,75,23
2023-03-30 11:00:00,34,0.5,52,4,83,22
2023-03-30 12:00:00,38,0.5,49,3,88,23
2023-03-30 13:00:00,51,0.5,81,2,82,30
2023-03-30 14:00:00,16,0.4,37,2,91,25
2023-03-30 15:00:00,42,0.4,65,2,108,19
2023-03-30 16:00:00,46,0.4,82,2,98,22
2023-03-30 17:00:00,47,0.5,87,2,78,28
2023-03-30 18:00:00,50,0.5,95,4,65,28
2023-03-30 19:00:00,60,0.5,83,2,71,28
2023-03-30 20:00:00,64,0.5,78,2,63,30
2023-03-30 21:00:00,67,0.6,84,3,51,34
2023-03-30 22:00:00,54,0.6,94,3,35,47
2023-03-30 23:00:00,71,0.6,92,3,29,51
2023-03-31 00:00:00,61,0.5,76,2,37,41
2023-03-31 01:00:00,54,0.5,88,2,33,42
2023-03-31 02:00:00,52,0.6,78,2,29,43
2023-03-31 03:00:00,51,0.6,76,2,16,52
2023-03-31 04:00:00,46,0.6,80,2,17,48
2023-03-31 05:00:00,51,0.7,85,2,9,53
2023-03-31 06:00:00,61,0.8,84,2,4,60
2023-03-31 07:00:00,63,0.9,89,2,5,56
2023-03-31 08:00:00,75,0.8,95,2,6,56
2023-03-31 09:00:00,106,0.9,122,3,12,56
2023-03-31 10:00:00,63,0.8,98,3,40,39
2023-03-31 11:00:00,71,0.6,91,3,67,31
2023-03-31 12:00:00,50,0.6,73,3,93,23
2023-03-31 13:00:00,51,0.6,80,4,104,26
2023-03-31 14:00:00,69,0.6,85,5,114,27
2023-03-31 15:00:00,43,0.5,65,5,132,17
2023-03-31 16:00:00,66,0.5,79,3,131,20
2023-03-31 17:00:00,46,0.4,64,2,139,12
2023-03-31 18:00:00,50,0.4,56,2,133,14
2023-03-31 19:00:00,48,0.5,73,1,117,18
2023-03-31 20:00:00,47,0.5,58,1,104,22
2023-03-31 21:00:00,49,0.5,70,1,94,27
2023-03-31 22:00:00,39,0.5,53,1,98,24
2023-03-31 23:00:00,39,0.5,57,1,80,34
